display_name,normalized_name,occurrence_count,recipe_count,kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,quantity_examples,recipe_examples
Pisellini Sgusciati,pisellini sgusciati,2,2,ingredient,unmatched,,,200 G (1) | 50 G (1),"Minestra Di Riso, Piselli E Lattuga | Tacchino Farcito Al Riso"
Pistacchi (o Mandorle),pistacchi o mandorle,2,2,ingredient,unmatched,,,1 Manciata (2),Crema Di Riso Al Cardamomo | Ferni
Pistacchi Di Bronte,pistacchi di bronte,2,2,ingredient,unmatched,,,30 G (1) | 40 G (1),Cannoli Di Bresaola Con Ricotta Su Insalatina Di Pompelmo E Pistacchi | Ricciola Alle Mandorle E Pistacchi
Pistacchi Pelati,pistacchi pelati,2,2,ingredient,unmatched,,,50 G (2),Salsa Al Pistacchio | Tartellette Con Frutta Secca
Pistacchi Sbucciati,pistacchi sbucciati,2,2,ingredient,unmatched,,,100 G (1) | 50 G (1),Budino Di Riso Ai Pistacchi | Rifreddo Ai Pistacchi
Pistacchi Spellati E Tritati,pistacchi spellati e tritati,2,2,ingredient,unmatched,,,50 G (1) | 2 Cucchiai (1),Avocado Ripieni (2) | Frollette Di Pesche
Pistilli Di Zafferano,pistilli di zafferano,2,2,ingredient,unmatched,,,Alcuni Pistilli (1),Bavarese Speziata Con Salsa Zabaglione | Nidi D'angelo Ai Fiori Di Zucca
Polenta Avanzata,polenta avanzata,2,2,ingredient,unmatched,,,4 Fette Grandi (1) | 8 Fette (1),Crostini Di Polenta | Spiedini Di Polenta
Polenta Di Mais Fredda,polenta di mais fredda,2,2,ingredient,unmatched,,,1000 G (2),Frittelle Di Polenta | Gnocchi Di Polenta (2)
Polenta Già Cotta,polenta gia cotta,2,2,ingredient,unmatched,,,400 G (1) | 500 G (1),Polenta Pasticciata (2) | Polenta Pasticciata Alla Ciociara
Polenta Già Pronta,polenta gia pronta,2,2,ingredient,unmatched,,,500 G (1),Crostini Di Polenta Con Le Noci | Polenta Ai 4 Formaggi
Polenta Precotta,polenta precotta,2,2,ingredient,unmatched,,,100 G (1) | 2 Fette (1),"Petto D'oca Con Corona Di Polenta E Zucca In Agrodolce | Spiedini Di Gamberi, Seppioline E Polenta"
Polio,polio,2,2,ingredient,unmatched,,,40 G (1) | 1 Cucchiaio (1),Curarsi Con Le Erbe - Ricetta 11.1 | Curarsi Con Le Erbe - Ricetta 11.2
Polipi Grandi Di 1000 G Ciascuno,polipi grandi di 1000 g ciascuno,2,2,ingredient,unmatched,,,2 (2),Polipo Alla Buce | Polipo Alla Luce
Pollastra Pronta Per La Cottura,pollastra pronta per la cottura,2,2,ingredient,unmatched,,,1 (2),Pollastra Farcita Al Tartufo | Pollastra Ripiena Alla Francese
Pollo Bollito,pollo bollito,2,2,ingredient,unmatched,,,100 G (1) | 500 G (1),Calzoni Al Pollo | Insalata Di Pollo Con Senape E Uva
Pollo Cotto,pollo cotto,2,2,ingredient,unmatched,,,300 G (2),Insalata Di Pollo All'americana | Insalata Di Pollo Con Sedano Rapa
Pollo Di 1300 G,pollo di 1300 g,2,2,ingredient,unmatched,,,1 (2),Pollo Al Curry (2) | Pollo Al Sale
Pollo Di 2500 G Pulito E Tranciato,pollo di 2500 g pulito e tranciato,2,2,ingredient,unmatched,,,1 (2),Sopa De Pollo A La Mexicana | Zuppa Di Pollo Alla Messicana
Pollo Di Circa 1000 G,pollo di circa 1000 g,2,2,ingredient,unmatched,,,1 (2),Paella Valenciana (2) | Pollo Alla Paprica
Pollo Di Circa 1500 G,pollo di circa 1500 g,2,2,ingredient,unmatched,,,1 (2),Pollo All'aragonese | Pollo Con Riso E Peperoni
Pollo Giovane,pollo giovane,2,2,ingredient,unmatched,,,1 (2),Pollo Alla Diavola (6) | Pollo Alla Marengo Con Cortese Di Gavi
Pollo Grande,pollo grande,2,2,ingredient,unmatched,,,1 (2),Pollo Ai Funghi | Pollo Alla Diavola (5)
Pollo Grande Tagliato In Sei Parti (o 1000 G Di Carne Di Montone A Pezzi),pollo grande tagliato in sei parti o 1000 g di carne di montone a pezzi,2,2,ingredient,unmatched,,,1 (2),Bassi Salte | Couscous Delle Feste
Pollo Novello,pollo novello,2,2,ingredient,unmatched,,,1 (2),Pollo Allo Yogurth (3) | Pollo Lessato
Pollo Ruspante Tagliato A Piccoli Pezzi,pollo ruspante tagliato a piccoli pezzi,2,2,ingredient,unmatched,,,1 (2),Gallina 'mbriaca | La Gallina Ubriaca
Pollo Tagliato A Pezzetti,pollo tagliato a pezzetti,2,2,ingredient,unmatched,,,1 (1) | 1200 G (1),Pollo Agli Aromi | Pollo Tapado
Polmone Di Vitello,polmone di vitello,2,2,ingredient,unmatched,,,200 G (1) | 500 G (1),Risotto Col Polmone | Zuppa Di Polmone
Polpa D'ananas A Pezzetti,polpa d ananas a pezzetti,2,2,ingredient,unmatched,,,80 G (2),Khao Phad Sapparod | Riso Fritto Di Phuket
Polpa D'ananas Fresco,polpa d ananas fresco,2,2,ingredient,unmatched,,,250 G (1) | 200 G (1),Bavarese D'ananas | Insalata Esotica
Polpa D'aragosta,polpa d aragosta,2,2,ingredient,unmatched,,,1 Scatola (1) | 200 G (1),Avocado Ripieni Di Aragosta | Seafood Gumbo
Polpa D'aragosta Freschissima,polpa d aragosta freschissima,2,2,ingredient,unmatched,,,180 G (2),Antipasto Di Pesce Crudo | Sashimi (3)
Polpa D'aragosta In Scatola,polpa d aragosta in scatola,2,2,ingredient,unmatched,,,250 G (1) | 200 G (1),Bignè Di Aragosta | Cocktail Di Aragosta
Polpa Di Ananas,polpa di ananas,2,1,ingredient,unmatched,,,200 G (1) | 80 G (1),Torta Al Cocco E Ananas
Polpa Di Cervo,polpa di cervo,2,2,ingredient,unmatched,,,1000 G (1) | 200 G (1),Battuta Di Cervo Con Lampascioni E Pomodori | Paté Di Cervo
Polpa Di Granchio (o Una Surimi),polpa di granchio o una surimi,2,2,ingredient,unmatched,,,1 Scatoletta (2),Ananas En Sauce D'avocat | Ananas In Salsa D'avocado
Polpa Di Lepre,polpa di lepre,2,2,ingredient,unmatched,,,,Pappardelle Con Il Sugo Di Lepre | Sugo Di Lepre
Polpa Di Maiale A Dadini,polpa di maiale a dadini,2,2,ingredient,unmatched,,,30 G (1),Maccheroni Gustosi | Maccheroni Gustosi (2)
Polpa Di Maiale Magra,polpa di maiale magra,2,2,ingredient,unmatched,,,600 G (1) | 500 G (1),Maiale In Agrodolce | Salsicciotti Al Tacchino E Spinaci
Polpa Di Mango Maturo,polpa di mango maturo,2,2,ingredient,unmatched,,,450 G (2),Drink Di Mango | Mango Sherbet
Polpa Di Noce Di Cocco Grattugiata,polpa di noce di cocco grattugiata,2,2,ingredient,unmatched,,,300 G (1) | 150 G (1),Crema Al Cocco | Crema Di Cocco E Mango
Polpa Di Pomodoro A Pezzettoni,polpa di pomodoro a pezzettoni,2,2,ingredient,unmatched,,,6 Cucchiai (1) | 250 G (1),Gnocchetti Ai Peperoni | Trenette Al Pesce Spada
Polpa Di Pomodoro A Pezzi,polpa di pomodoro a pezzi,2,2,ingredient,unmatched,,,400 G (1) | 500 G (1),Barchette Di Zucchine Piccanti | Tajarin (2)
Polpa Di Selvaggina Cotta A Pezzettini,polpa di selvaggina cotta a pezzettini,2,2,ingredient,unmatched,,,200 G (2),Salsa Poivrade | Salsa Poivrade (2)
Polpa Di Tacchino Macinata,polpa di tacchino macinata,2,2,ingredient,unmatched,,,400 G (1) | 300 G (1),Sformato Di Tacchino E Prosciutto | Tortino Di Provolone E Carne
Polvere Aromatica Per Arrosti,polvere aromatica per arrosti,2,2,ingredient,unmatched,,,1 Cucchiaio (1),Codino Di Vitello Arrosto | Roast-beef Estivo
Polvere Di Baobab (facoltativo),polvere di baobab facoltativo,2,2,ingredient,unmatched,,,1 Cucchiaio (2),Bassi Salte | Couscous Delle Feste
Polvere Di Cacao Amaro,polvere di cacao amaro,2,2,ingredient,unmatched,,,,Battista Boss | Carola
Polvere Di Cardamomo,polvere di cardamomo,2,2,ingredient,unmatched,,,1 Cucchiaino (1) | 3 Cucchiaini (1),Biscotti Al Cardamomo | Flan Al Cardamomo
Polvere Di Cioccolato Non Zuccherato,polvere di cioccolato non zuccherato,2,2,ingredient,unmatched,,,,Sacher Torte (4) | Torta Sacher (4)
Polvere Di Mandorle,polvere di mandorle,2,2,ingredient,unmatched,,,125 G (1) | 30 G (1),Galette Des Rois | Tartellette Alla Nutella
Polvere Di Peperoncino,polvere di peperoncino,2,2,ingredient,unmatched,,,40 G (1),Baccalà Marinato Al Peperoncino | Fagioli Al Pinzimonio
Pomodoretti,pomodoretti,2,2,ingredient,unmatched,,,Alcuni (1) | 5 (1),Trance Di Tonno Al Forno | Zuppa Di Gamberi Di Fiume
Pomodori A Ciliegina,pomodori a ciliegina,2,2,ingredient,unmatched,,,4 (1),Cernia Al Forno (2) | Fagioli Al Pinzimonio
Pomodori A Dadolata,pomodori a dadolata,2,2,ingredient,unmatched,,,4 (1) | 3 (1),Intingolo Di Melanzane | Intingolo Di Melanzane (2)
Pomodori A Fette,pomodori a fette,2,2,ingredient,unmatched,,,2 (1) | 3 (1),Paella Vegetariana | Sandwiches
Pomodori Affettati,pomodori affettati,2,2,ingredient,unmatched,,,2 (1),Coniglio Ripieno | Mochonos
Pomodori Arrostiti Spellati E Tritati,pomodori arrostiti spellati e tritati,2,2,ingredient,unmatched,,,6 (2),Dentice Alla Veracruzana | Huanchinango A La Veracruzana
Pomodori Cuore Di Bue,pomodori cuore di bue,2,2,ingredient,unmatched,,,2 (1) | 200 G (1),Arista Di Maiale Con Nastri Di Verdure | Battuta Di Cervo Con Lampascioni E Pomodori
Pomodori Da Insalata Maturi,pomodori da insalata maturi,2,2,ingredient,unmatched,,,3 (1) | 4 (1),Bruschetta Caprese | Pomodori Alle Acciughe
Pomodori Da Sugo Maturi,pomodori da sugo maturi,2,2,ingredient,unmatched,,,500 G (1) | 600 G (1),Pappa Col Pomodoro (4) | Salsa Di Pomodori Crudi
Pomodori Di Uguale Grandezza,pomodori di uguale grandezza,2,2,ingredient,unmatched,,,4 (2),Pomodori Alla Mousse Di Cetrioli | Pomodori Ripieni Di Tonno
Pomodori Freschi Passati,pomodori freschi passati,2,2,ingredient,unmatched,,,1200 G (2),Penne Ai Frutti Di Mare | Penne Rigate Ai Frutti Di Mare
Pomodori Grandi Freschi E Maturi,pomodori grandi freschi e maturi,2,2,ingredient,unmatched,,,8 (2),Antipasto Di Pomodori Alla Crema Di Melanzane | Antipasto Di Pomodori Alla Crema Di Melanzane (2)
Pomodori Grandi Maturi E Sodi,pomodori grandi maturi e sodi,2,2,ingredient,unmatched,,,4 (1) | 6 (1),Pomodori Ripieni Di Riso | Strozzapreti Al Sugo Di Canocchie
Pomodori Grandi Maturi Spellati,pomodori grandi maturi spellati,2,2,ingredient,unmatched,,,2 (2),Peixada | Zuppa Di Pesce E Verdure
Pomodori Maturi (o Pomodori Pelati),pomodori maturi o pomodori pelati,2,2,ingredient,unmatched,,,3 (1) | 500 G (1),Ribollita (2) | Stiracchio
Pomodori Maturi (polpa),pomodori maturi polpa,2,2,ingredient,unmatched,,,3 (1) | 4 (1),Farricello Alle Erbe Aromatiche | Tinche Alla Moda Emiliana
Pomodori Maturi A Pezzi,pomodori maturi a pezzi,2,2,ingredient,unmatched,,,2 (1) | 4 (1),Paprikache Di Agnello | Ratatouille En Salade
Pomodori Maturi E Sodi,pomodori maturi e sodi,2,2,ingredient,unmatched,,,3 (1) | 300 G (1),Pagellini Alle Erbe | Pasta Alla Rucola
Pomodori Maturi Freschi,pomodori maturi freschi,2,2,ingredient,unmatched,,,500 G (2),Buridda Di Pesce Alla Ligure | Terrina Di Pesce Al Pomodoro
Pomodori Maturi Ma Sodi,pomodori maturi ma sodi,2,2,ingredient,unmatched,,,4 (1) | 600 G (1),Frittelline Di Pomodoro | Panzanella (7)
Pomodori Maturi Pelati E Tritati,pomodori maturi pelati e tritati,2,2,ingredient,unmatched,,,500 G (1) | 100 G (1),Maccheroni In Padella | Salsa Alla Cacciatora
Pomodori Maturi Polposi,pomodori maturi polposi,2,2,ingredient,unmatched,,,700 G (1) | 5 (1),Pappa Al Pomodoro (4) | Passato Freddo Di Pomodori
Pomodori Maturi Sbucciati Tagliati A Cubetti,pomodori maturi sbucciati tagliati a cubetti,2,2,ingredient,unmatched,,,3 (2),Peanut Stew | Stufato Di Carne Alle Arachidi
Pomodori Maturi Spellati E A Pezzetti,pomodori maturi spellati e a pezzetti,2,2,ingredient,unmatched,,,5500 G (2),Ketchup | Salsa Ketchup
Pomodori Medi Maturi Sodi,pomodori medi maturi sodi,2,2,ingredient,unmatched,,,3 (2),Insalata Di Prezzemolo E Bulghur | Tabulè (2)
Pomodori Pelati (da 250 G),pomodori pelati da 250 g,2,2,ingredient,unmatched,,,1 Scatola (2),Pizza Con Gamberetti E Rucola | Pizza Margherita (5)
Pomodori Pelati (o Salsa Di Pomodoro),pomodori pelati o salsa di pomodoro,2,2,ingredient,unmatched,,,250 G (2),Couscous (2) | Couscous Di Carne E Verdure
Pomodori Pelati E Tritati,pomodori pelati e tritati,2,2,ingredient,unmatched,,,2 (1) | 3 (1),Pescado Relleno | Pollo En Salsa De Almendra
Pomodori Pelati Freschi,pomodori pelati freschi,2,2,ingredient,unmatched,,,1000 G (1) | 800 G (1),Sformato Di Riso Con Verdure | Spaghetti Alla Giulio
Pomodori Pelati Freschi (o Pomodori Pelati In Scatola),pomodori pelati freschi o pomodori pelati in scatola,2,2,ingredient,unmatched,,,300 G (2),Caponata (2) | Pollo Con Melanzane
Pomodori Pelati Maturi,pomodori pelati maturi,2,2,ingredient,unmatched,,,5 (1) | 3 (1),Panzanella (9) | Tagliatelle All'incanto
Pomodori Pelati Privati Dei Semi (2 Cucchiai Circa),pomodori pelati privati dei semi 2 cucchiai circa,2,2,ingredient,unmatched,,,100 G (2),Tocco Di Funghi | Tocco Di Funghi (2)
Pomodori Pelati Privati Dei Semi E Tritati,pomodori pelati privati dei semi e tritati,2,2,ingredient,unmatched,,,200 G (2),Polipo Al Vino Bianco | Pulpo Al Vino Blanco
Pomodori Pelati Spezzettati,pomodori pelati spezzettati,2,2,ingredient,unmatched,,,500 G (2),Baccalà In Cassuola | Lumache All'origano
Pomodori Pelati Tagliati A Filetti,pomodori pelati tagliati a filetti,2,2,ingredient,unmatched,,,750 G (1) | 500 G (1),Coniglio Alla Spagnola | Pasta Alla Ricotta (3)
Pomodori Peretti Maturi,pomodori peretti maturi,2,2,ingredient,unmatched,,,2 (1) | 500 G (1),Coda Di Rospo Alla Siciliana | Uccellini Scappati
Pomodori Perini Pelati Privati Dei Semi,pomodori perini pelati privati dei semi,2,2,ingredient,unmatched,,,500 G (2),Salsa Di Pomodoro All'italiana | Salsa Di Pomodoro Alla Napoletana
Pomodori Piccoli Maturi,pomodori piccoli maturi,2,2,ingredient,unmatched,,,4 (1),Gnocchetti Verdi Con Porcini E Rucola | Verdure Ripiene All'ortolana
Pomodori Privati Dei Semi E Pelati,pomodori privati dei semi e pelati,2,2,ingredient,unmatched,,,2 (2),Arroz A La Mexicana | Arroz Alla Messicana
Pomodori Rossi Piccoli,pomodori rossi piccoli,2,2,ingredient,unmatched,,,2 (1) | 400 G (1),"Insalata Di Pasta, Pomodori E Tonno | Minestra Di Ricotta"
Pomodori San Marzano Maturi Sodi,pomodori san marzano maturi sodi,2,2,ingredient,unmatched,,,3 (1) | 500 G (1),Asparagi E Carciofi Al Vino Bianco | Pomodori Gratinati (2)
Pomodori Sbollentati Spellati E Sminuzzati,pomodori sbollentati spellati e sminuzzati,2,2,ingredient,unmatched,,,400 G (2),Acciughe Al Pomodoro | Alici Al Pomodoro
Pomodori Sbucciati A Cubetti,pomodori sbucciati a cubetti,2,2,ingredient,unmatched,,,3 (2),Carbonada Criolla | Zuppa Criolla
Pomodori Sodi Maturi Senza Semi,pomodori sodi maturi senza semi,2,2,ingredient,unmatched,,,2000 G (2),Ketchup (2) | Salsa Ketchup (2)
Pomodori Spellati,pomodori spellati,2,2,ingredient,unmatched,,,4 (2),Pappardelle In Salsa Mediterranea | Pappardelle In Salsa Mediterranea (2)
Pomodori Tagliati A Dadini,pomodori tagliati a dadini,2,2,ingredient,unmatched,,,200 G (1) | 4 (1),Pollo All'aragonese | Salsa De Jitomate Cruda
Pomodori Tagliuzzati,pomodori tagliuzzati,2,2,ingredient,unmatched,,,4 (2),Arroz Con Pollo | Riso E Gallina Alla Spagnola
Pomodori Tritati,pomodori tritati,2,2,ingredient,unmatched,,,4 (1) | 3 (1),Guacamole (5) | Salsa Mexicana
Pomodorini Ciliegino,pomodorini ciliegino,2,2,ingredient,unmatched,,,400 G (1) | 6 (1),Dentice All'acqua Pazza | Zuppa Di Cozze E Patate
Pomodorini Perini,pomodorini perini,2,2,ingredient,unmatched,,,500 G (1) | 3 (1),Cartoccio In Bianco Con Salsa | Penne Fredde Al Tonno
Pomodorini Rotondi,pomodorini rotondi,2,2,ingredient,unmatched,,,12 (1) | 8 (1),Pomodorini Alla Crescenza | Spiedini Di Mozzarella E Pomodori
Pomodorini Sardi,pomodorini sardi,2,2,ingredient,unmatched,,,6 (2),Polipo Alla Buce | Polipo Alla Luce
Pomodorini Sott'olio,pomodorini sott olio,2,2,ingredient,unmatched,,,8 (2),Tranci Di Palombo Rustici | Tranci Di Spada Rustici
Pomodorini Tondi,pomodorini tondi,2,2,ingredient,unmatched,,,8 (1),Fagottini Di Pomodoro E Mozzarella | Uova Multicolori
Pomodorino,pomodorino,2,2,ingredient,exact,Pomodorini,,1 (1) | 1/2 (1),Brodo Di Pesce (3) | Sfogliatine Alla Mousse Di Prosciutto
Pomodoro A Cubetti,pomodoro a cubetti,2,2,ingredient,unmatched,,,Poco (1),Pasta Fredda Alla Mediterranea | Potage Di Verdure
Pomodoro A Dadolata,pomodoro a dadolata,2,2,ingredient,unmatched,,,1 (2),Manzo Alle Verdure | Vary Amin Anana
Pomodoro Da Insalata,pomodoro da insalata,2,2,ingredient,unmatched,,,1 (2),Avocado Al Riso | Insalata Con Caciotta (2)
Pomodoro Maturo Lavato,pomodoro maturo lavato,2,2,ingredient,unmatched,,,1 (1) | 100 G (1),Frullato Con Pomodoro E Sedano | Frullato Con Pomodoro E Sedano (2)
Pomodoro Piccolo A Pezzetti,pomodoro piccolo a pezzetti,2,2,ingredient,unmatched,,,1 (2),Khao Phad Sapparod | Riso Fritto Di Phuket
Pomodoro San Marzano,pomodoro san marzano,2,2,ingredient,unmatched,,,1 (1),Pane E Pomodoro Di San Marzano | Pasta E Fagioli Arricchita
Pomodoro Sbucciato Tagliato A Piccoli Pezzi,pomodoro sbucciato tagliato a piccoli pezzi,2,2,ingredient,unmatched,,,1 (2),Insalata Kurda Di Bulghur | Kisir
Pomodoro Senza Semi Tagliato A Cubetti,pomodoro senza semi tagliato a cubetti,2,2,ingredient,unmatched,,,1 (2),Salsa Vinaigrette (4) | Vinaigrette (2)
Pomodoro Sminuzzato,pomodoro sminuzzato,2,2,ingredient,unmatched,,,1 (2),Camarones En Escabece | Gamberi Alla Scapece
Pomodoro Spellato,pomodoro spellato,2,2,ingredient,unmatched,,,Alcuni Dadini (1) | 1 (1),Filetto Di Rombo Vestito Di Patate | Tortilla Alla Mexicana
Pomodoro Tagliato A Cubetti,pomodoro tagliato a cubetti,2,2,ingredient,unmatched,,,1 (2),Gazpacho | Insalata Di Riso (6)
Pompelmi Maturi,pompelmi maturi,2,2,ingredient,unmatched,,,4 (2),Cocktail Di Polpelmo E Granchio | Cocktail Di Pompelmo E Granchio
Pompelmo Drink Boero,pompelmo drink boero,2,2,ingredient,unmatched,,,1/10 (1) | 2/10 (1),Carla | Silvia
Pompelmo Dry Schweppes,pompelmo dry schweppes,2,2,ingredient,unmatched,,,1/2 Bottiglietta (1),Erb Geen | Pippo
Porri (o Cipolle),porri o cipolle,2,2,ingredient,unmatched,,,50 G (2),Mirepoix Grassa | Mirepoix Magra
Porri Affettati,porri affettati,2,2,ingredient,unmatched,,,2 (2),Minestra Di Zucca E Vermicelli | Zuppa Di Fagioli Bruni
Porri Mondati,porri mondati,2,2,ingredient,unmatched,,,4 (2),Risotto Ai Porri (2) | Risotto Al Porro
Porri Sminuzzati,porri sminuzzati,2,2,ingredient,unmatched,,,2 (2),Bassi Salte | Couscous Delle Feste
Porro (parte Bianca),porro parte bianca,2,2,ingredient,unmatched,,,1 (2),Arrosto In Agrodolce | Dentice Farcito (2)
Porro Mondato,porro mondato,2,2,ingredient,unmatched,,,100 G (1) | 15 G (1),Astice Con Crema Di Peperoni | Gamberi Al Curry Con Riso Pilaf
Porro Sottile,porro sottile,2,2,ingredient,unmatched,,,1 (2),Crema Di Gamberetti | Riso Nero Alla Provenzale
Porro Tritato,porro tritato,2,2,ingredient,unmatched,,,60 G (1) | 40 G (1),Canederli | Consommè Di Brodo Di Manzo
Porto,porto,2,2,ingredient,unmatched,,,1 Bicchierino (1) | 1/2 (1),Porto Flip (2) | Quick
Prezzemolo (o Aneto),prezzemolo o aneto,2,2,ingredient,unmatched,,,1 Ciuffo (1),Avocado Alla Giamaicana | Zuppa Di Patate Con La Zucca
Prezzemolo (o Coriandolo),prezzemolo o coriandolo,2,2,ingredient,unmatched,,,1 Bouquet (2),Carote Al Cumino | Zrodiya B'l Kemmoun
Prezzemolo (o Erba Cipollina),prezzemolo o erba cipollina,2,2,ingredient,unmatched,,,,Canederli Al Fegato In Brodo | Nastrini Ai Frutti Di Mare
Prezzemolo (o Peperoncini Verdi Affettati),prezzemolo o peperoncini verdi affettati,2,2,ingredient,unmatched,,,,Pla Priew Wan | Spigola Fritta
Prezzemolo A Foglie Piccole,prezzemolo a foglie piccole,2,2,ingredient,unmatched,,,250 G (2),Insalata Di Prezzemolo E Bulghur | Tabulè (2)
Prezzemolo Finemente Sminuzzato,prezzemolo finemente sminuzzato,2,2,ingredient,unmatched,,,200 G (2),Risotto Ai Porri (2) | Risotto Al Porro
Prezzemolo Per Guarnire,prezzemolo per guarnire,2,2,ingredient,unmatched,,,,Frittata Ai Tartufi | Hamburger Tradizionali
Prezzemolo Tagliato Finemente,prezzemolo tagliato finemente,2,2,ingredient,unmatched,,,Poco (1),Melanzane Fate Presto | Uova Strapazzate Con Champignon
Prezzemolo Tritato Con 1 Spicchietto D'aglio,prezzemolo tritato con 1 spicchietto d aglio,2,2,ingredient,unmatched,,,1 Manciata (2),Totani Ripieni | Totani Ripieni (2)
Prezzemolo Tritato Con 1 Spicchio Aglio,prezzemolo tritato con 1 spicchio aglio,2,2,ingredient,unmatched,,,1 Manciata (1),Braciolette Di Alici | Involtini Di Tonno
Prezzemolo Tritato Fine,prezzemolo tritato fine,2,2,ingredient,unmatched,,,1 Ciuffetto (1) | 1 1/2 Cucchiaio (1),Coniglio Alle Cipolline | Tagliolini Alle Erbe
"Prezzemolo, Cerfoglio, Dragoncello Triti",prezzemolo cerfoglio dragoncello triti,2,2,ingredient,unmatched,,,1 Cucchiaio (2),Salsa Remolata | Salsa Remoulade (3)
"Prezzemolo, Timo, Alloro",prezzemolo timo alloro,2,2,ingredient,unmatched,,,1 Mazzetto (2),Fondo Bruno | Manzo Brasato
Primule,primule,2,2,ingredient,unmatched,,,4 (1),Insalata Colorata Primavera | Mousse Di Cioccolato Bianco
Prosciutto A Dadini,prosciutto a dadini,2,2,ingredient,unmatched,,,100 G (1),Quiche Au Roquefort | Supplì Romani
Prosciutto Affumicato,prosciutto affumicato,2,2,ingredient,unmatched,,,100 G (1) | 4 Pezzetti (1),Insalata Di Mais Al Radicchio | Polpette Di Rognone
Prosciutto Cotto (150 G),prosciutto cotto 150 g,2,2,ingredient,unmatched,,,1 Fetta (1) | 6 Fette (1),Crocchette Di Patate Impanate Al Mais | Spumette Ai Peperoni
Prosciutto Cotto (fette Da 40 G),prosciutto cotto fette da 40 g,2,2,ingredient,unmatched,,,80 G (1) | 40 G (1),Penne Agli Asparagi (2) | Tacchino Appetitoso
Prosciutto Cotto (fette Da 60 G),prosciutto cotto fette da 60 g,2,2,ingredient,unmatched,,,60 G (2),Crocchette Di Patate Alla Fontina | Manzo Al Vino Rosso
Prosciutto Cotto (fette Di 100 G),prosciutto cotto fette di 100 g,2,2,ingredient,unmatched,,,100 G (2),Cime Di Rapa Al Prosciutto | Spaghetti Al Sedano
Prosciutto Cotto (fette Di 150 G),prosciutto cotto fette di 150 g,2,2,ingredient,unmatched,,,150 G (2),Gran Zuccotto Di Paté | Risotto Energetico
Prosciutto Cotto A Fettine,prosciutto cotto a fettine,2,2,ingredient,unmatched,,,150 G (1) | 100 G (1),Cupoletta Di Formaggi E Prosciutto | Millefoglie Di Insalata Russa
Prosciutto Cotto In 2 Fette Spesse,prosciutto cotto in 2 fette spesse,2,2,ingredient,unmatched,,,250 G (1) | 200 G (1),Finocchi E Olive | Insalata Campagnola
Prosciutto Cotto Magro Tritato Finemente,prosciutto cotto magro tritato finemente,2,2,ingredient,unmatched,,,500 G (2),Mousse Di Prosciutto (3) | Mousse Di Prosciutto E Besciamella
Prosciutto Cotto Senza Grasso,prosciutto cotto senza grasso,2,2,ingredient,unmatched,,,150 G (1) | 12 Fette (1),Aspic Di Uova Sode | Cannoli Gustosi
Prosciutto Cotto Tagliato A Fette,prosciutto cotto tagliato a fette,2,2,ingredient,unmatched,,,200 G (1) | 600 G (1),Asparagi Al Prosciutto Con Salsa Piccante | Aspic Di Prosciutto
Prosciutto Cotto Tagliato A Fette Spesse,prosciutto cotto tagliato a fette spesse,2,2,ingredient,unmatched,,,200 G (1) | 400 G (1),Arrosto Con Sorpresa Al Microonde | Medaglioni Al Prosciutto
Prosciutto Crudo (fette Da 200 G),prosciutto crudo fette da 200 g,2,2,ingredient,unmatched,,,200 G (2),Gnocchi Al Prosciutto | Spiedini All'ananas
Prosciutto Crudo Di Montagna,prosciutto crudo di montagna,2,2,ingredient,unmatched,,,100 G (1) | 4 Fette (1),Prosciutto Ricco Al Melone | Riso Nero Con Involtini Di Belga
Prosciutto Crudo Dolce,prosciutto crudo dolce,2,2,ingredient,unmatched,,,40 G (1) | 100 G (1),Penne Al Radicchio | Pollo Con Prosciutto
Prosciutto Crudo In Blocco,prosciutto crudo in blocco,2,2,ingredient,unmatched,,,50 G (2),Crocchette Di Pollo Con Prosciutto Crudo | Crocchette Di Pollo Con Prosciutto Crudo (2)
Prosciutto Crudo San Daniele,prosciutto crudo san daniele,2,2,ingredient,unmatched,,,7 Fette (1) | 4 Fette Larghe (1),Canapè Di Uova Fritte | Rotolini All'indivia
Prosciutto Crudo Tagliato A Cubetti,prosciutto crudo tagliato a cubetti,2,2,ingredient,unmatched,,,1 Cucchiaio (2),Abbacchio Brodettato | Capretto Brodettato
Prosciutto Crudo Tagliato Sottile,prosciutto crudo tagliato sottile,2,2,ingredient,unmatched,,,8 Fette (1) | 40 G (1),Quaglie Infilzate | Saltimbocca Al Prosciutto
Prosciutto Crudo Tagliato Spesso,prosciutto crudo tagliato spesso,2,2,ingredient,unmatched,,,250 G (1),Insalata Di Campagna | Triglie Allo Zafferano (2)
Prosciutto Crudo Tritato,prosciutto crudo tritato,2,2,ingredient,unmatched,,,50 G (1) | 100 G (1),Stracotto Di Vitello Con Frutti Di Sottobosco | Tortellini Di Carne E Prosciutto In Brodo
Prosciutto Di Parma,prosciutto di parma,2,2,ingredient,unmatched,,,2 Fettine (1),"Caldo Freddo Di Manzo | Panino Con Rughetta, Insalata, Carote, Prosciutto E Maionese"
Prosciutto Di Praga Affumicato,prosciutto di praga affumicato,2,2,ingredient,unmatched,,,4 Fette Larghe (1) | 4 Fette (1),Indivia Belga Al Prosciutto Di Praga | Prosciutto Al Madera
